new_tag,acc_id,peakid,accidents
frostbite,1240,CHOY,Baek 2 fingers frostbite but will heal
frostbite,1246,CHOY,Trumpfheller & Huber frostbitten fingers; Riess altitude sickness (lungs) and left early
frostbite,1253,CHOY,2 cases of mild frostbite on toes
frostbite,1257,CHOY,"Morel and Zwyssig frostbite (Morel will lose one finger tip, Zwyssig may lose tips of toes)"
frostbite,1259,CHOY,Gelhardt and Hoffman frostbite
frostbite,1269,CHOY,Very slightly frostbitten fingers
frostbite,1270,CHOY,Armand badly frostbitten 10 fingers (slightly) toes (took long time photographing)
frostbite,1271,CHOY,Very slight frostbitten toes
frostbite,1272,CHOY,Broglie altitude sickness and frostbite; cerebral bloodclot in brain. Zimmer-Conrad slight frostbite
frostbite,1285,CHOY,Nothing except Heider slightly frostbitten fingers (not warm gloves)
frostbite,1288,CHOY,Ramos lower hip may be frostbitten from constant cough
frostbite,1296,CHOY,2nd degree frostbite of three last fingers of right hand of Dal Cin on Oct 2 while summiting
frostbite,1299,CHOY,"Pensa frostbitten nose, right thumb, toes of both feet during the summit climb"
frostbite,1300,CHOY,Only Nardi's slightly frostbitten toes
frostbite,1301,CHOY,Numb toes and fingers
frostbite,1306,CHOY,"Slight frostbite by summiters (Beloki: toes, Inurrategi: toes)"
frostbite,1307,CHOY,Rai minor frostbite; Carr died of heart attack
frostbite,1312,CHOY,Held cerebral edema 13 May and evacuated to ABC; Becker frostbitten fingers; Welkisch died from cerebral edema
frostbite,1316,CHOY,K. Suzuki badly frostbitten fingers of both hands on summit from taking off gloves
frostbite,1318,CHOY,Toussaint bad frostbite (got it on fixed ropes)
frostbite,1320,CHOY,Barouchas death; Sona Dendu badly frostbitten big toes; Styllus mildly frostbitten nose
frostbite,1322,CHOY,Frostbitten fingers (slight) and toes (more serious)
frostbite,1337,CHOY,Josette Valloton has 2nd degree frostbite on all toes except small toes
frostbite,1341,CHOY,Frostbitten fingers
frostbite,1345,CHOY,Simon Morillo got frostbite on one finger
frostbite,1349,CHOY,Ledet mini-stroke; R. and S. Sherlock frostbite; Webster pancreitis
frostbite,1353,CHOY,Frostbite on toes
frostbite,1357,CHOY,Sonam Sherpa got frostbite; Pasang got infection of leg
frostbite,1358,CHOY,Loyola got slight frostbite on 4 toes (noticed his frostbite at ABC on 5 May)
frostbite,1363,CHOY,Schweizer frostbitten hands; Taglinger frostbitten toes
frostbite,1365,CHOY,Only Nikolic slight frostbite
frostbite,1367,CHOY,Ikeda & Takegani frostbite
frostbite,1373,CHOY,Pablo frostbite
frostbite,1374,CHOY,Lucco got minor frostbite in his right toe
frostbite,1375,CHOY,Furtenbach frostbite (left big toe & on right 1st and 3rd toes)
frostbite,1379,CHOY,Minor frostbite in right foot of Mondino; Marabotto fall
frostbite,1380,CHOY,Minor frostbite in right toe of Tzecu on summit day
frostbite,1386,CHOY,Frostnips on 8 toes by Beachcroft
frostbite,1389,CHOY,Frostbite by Morse (will keep his fingers)
frostbite,1390,CHOY,Chu got some frostnip on big toes
frostbite,1392,CHOY,Slight frostbite on right foot
frostbite,1393,CHOY,Initial stage of frostbite in toes
frostbite,1394,CHOY,Slightly frostbitten toes (will heal)
frostbite,1396,CHOY,"Frostbites: 3 toes in right foot of Alzola, and middle and index fingers of Chicon both hands"
frostbite,1405,CHOY,"1st degree frostbite in right toes of Amozarrain, toes of both feet of Barbier and Garrido on 3 Oct at C3"
frostbite,1410,CHOY,G. P. Kumar and Sirdar Pasang Gombu had 2 frostbitten fingers
frostbite,1412,CHOY,Kanchha Sherpa's fingers got frostbitten on 12 May on way down to C1 from C2 (he left ABC on 14 May for Kathmandu)
frostbite,1413,CHOY,Nijs got frostbite on three middle toes of right foot
frostbite,1414,CHOY,Sherpa frostbitten fingers
frostbite,1415,CHOY,Neefjes frostbitten fingers; Verhoere fatal fall
frostbite,1419,CHOY,Nakamura slight frostbite
frostbite,1420,CHOY,Marcos frostbite
frostbite,1425,CHOY,"Frostbite both members noses, Kim's two right toes and fingers (but not serious)"
frostbite,1440,CHOY,Frostbite left-hand fingers except thumb of Norieka
frostbite,1441,CHOY,Anu had frostbite (all fingers first digits)
frostbite,1443,CHOY,Frostbite on all 10 fingers and 10 toes by Andreas Eckhart; on 3 fingers on right hand by Schmuck
frostbite,1446,CHOY,Garcia has bad frostbite on both feet
frostbite,1447,CHOY,Frostbite on right middle finger by Afif
frostbite,1449,CHOY,Frostbite in right-hand index finger of Pati
frostbite,1451,CHOY,Annovazzi got frostbitten fingers in both hands as he took off his gloves at 7800m (left-hand index finger is seriously frostbitten and right-hand four fingers are not that bad)
frostbite,1454,CHOY,Bolanos Quesada has slight frostbite on his first two big toes on the left foot; he discovered it in C1 on 17 May.
frostbite,1458,MANA,Studer slight frostbite in feet on summit push; 4 members left BC to camps due to much snowfall; Juen at 500m above C3 slipped in vertical icefall starting avalanche that swept him away
frostbite,1462,MANA,Saito some frostbite on side of nose on summit day
frostbite,1464,MANA,Slight frostbite in toes by both members
frostbite,1466,MANA,Hauser little frostbite; 3 members altitude sickness; no accidents
frostbite,1469,MANA,De Leo frostbitten toes & fingers (De Leo's first time in Himalaya)
frostbite,1476,MANA,Monier frostbite (especially right little finger) and apoxia
frostbite,1482,MANA,Slight frostbite by Agullo; some members slightly battered by avalanche falls into crevasse
frostbite,1483,MANA,Carlos bad frostbite in toes and fingers; will lose parts of fingers; Warecki got pneumonia and was evacuated from BC on 18 Sept
frostbite,1487,MANA,Lee Young-Cheol frostbitten all toes but will be OK; Nawang Phurba also slight frostbite; Kim Byong-Kyu frostbitten fingers while trying to make C4
frostbite,1489,MANA,"Schultz fell bruising, pulling ligaments, frostbitten fingers & toes, and heart slightly affected"
frostbite,1492,MANA,Petter frostbitten fingers; Thomas frostbitten toes; Bartok frostbitten (may lose toes and needed horse and helicopter to KTM); Kloss inflamed lungs; Bornschein broke rib in fall; Starke and Zunk fatal falls
frostbite,1498,MANA,2 men had small fall into crevasse but saved by rope; 3 men have some frostbite but not serious (not black); 2 killed by avalanche at C5
frostbite,1499,MANA,Tsering Dorje 1 toe frostbitten slightly
frostbite,1503,MANA,Kato's toes very badly frostbitten
frostbite,1504,MANA,Mimura slight frostbite 1 finger; Ishii left expedition 21 August in KTM to return home because of high blood pressure; Konishi disappeared
frostbite,1505,MANA,1 Sherpa very slight frostbite; nothing else to 2nd Oct
frostbite,1510,MANA,"Beghin & Leroy have frostbitten toes, Beghin on both feet, Leroy on right foot only"
frostbite,1511,MANA,Kim Jung-Sup hit by ice block in chest and also some finger frostbite
frostbite,1516,MANA,Kardhordo disappeared and Rybansky died on fixed ropes; Sperka's toes frostbitten but will heal
frostbite,1518,MANA,Pemba frostbitten toes which will be OK
frostbite,1519,MANA,"Lasa badly frostbitten nose and fingers, Oiarzabal same frostbite"
frostbite,1524,MANA,"Frostbitten fingers by Horozov, Vasilev and Valtchev but will heal"
frostbite,1526,MANA,Eriksson 2 frostbitten thumbs; Burgess unconscious on walk-out
frostbite,1528,MANA,Osaka slightly frostbitten fingers
frostbite,1532,MANA,2 Gangdals and Dawa Tshering slightly frostbitten toes; 2 Sherpas uninjured in fall
frostbite,1534,MANA,Mrs Hub cerebral edema in C3; Mueller frostbitten fingers (will heal)
frostbite,1537,MANA,Ang Shera frostbite
frostbite,1538,MANA,Mattle frostnipped toes
frostbite,1539,MANA,Dayula Sherpa on fingers slightly frostbitten in C3
frostbite,1542,MANA,Gallati got frostbite on two fingers on right hand
frostbite,1545,MANA,Matousek last finger of left hand seriously frostbitten
frostbite,1546,MANA,Assfalg 2 frostbitten thumbs
frostbite,1549,MANA,Frostbite Kaila Sherpa
frostbite,1552,MANA,Perez frostbitten toes
frostbite,1561,MANA,"Frostbite, second degree fingers of Albert (his crampons were not fixed properly and he had to take off his gloves to fix crampons between C2 & C3 on 11 May)"
frostbite,1563,MANA,"Frostbite Kim's nose, ears left toes"
frostbite,1570,MANA,Kim Mi-Gon's left toes frostbite (he had frostbite in 2010 on same peak)
frostbite,1573,MANA,Frostbite on right hand 2 fingers
frostbite,1583,MANA,Frostbite on both feet by Carvajal and both hands by Saldana; Velez fall
frostbite,1584,MANA,Cipcigan frostbite all toes in right and first two in left due to wet socks; he was evacuated from Samagaon by helicopter.
frostbite,1587,MANA,"Radu slight frostbite at face and forehead and at big toe but not serious. Bethell slight frostbite at toes, not serious."
frostbite,1591,LHOT,Wielicki frostbitten big toe (which should heal)
frostbite,1597,LHOT,Messner slight frostbite on wrists from wind-driven cold
frostbite,1599,LHOT,Frostnip of toes and fingers (they have no feeling but otherwise OK)
frostbite,1600,LHOT,Members pneumonia; several frostbite cases with 2 serious
frostbite,1601,LHOT,Kammerlander injured leg but continued to climb; Losso slight frostbite
frostbite,1602,LHOT,"Reuterward frostnipped fingers, nose & cheek"
frostbite,1603,LHOT,"Moro frostnipped finger, toes & nose"
frostbite,1605,LHOT,Lakes & McNab frostbite
frostbite,1607,LHOT,Groom frostbitten fingers which will heal
frostbite,1609,LHOT,Gryzka slight frostbite
frostbite,1610,LHOT,Um frostbite starting but not serious
frostbite,1623,LHOT,Slight frostbite both summiters
frostbite,1625,LHOT,Nagata bad frostbite: Nagaoka and Sakamoto frostbite but may be no loss
frostbite,1626,LHOT,Nothing serious: slight frostbite by 2 men to C4
frostbite,1629,LHOT,Ochoa slightly frostbitten toes and frozen corneas of his eyes
frostbite,1630,LHOT,Berclaz slight frostbite
frostbite,1634,LHOT,Simunek frostbite left thumb but will heal
frostbite,1635,LHOT,Jezovsek snowblindness on 21 May and frostbite on 22 May
frostbite,1636,LHOT,10 May Sokolov shoulder injured by avalanche and Foigt's finger slightly frostbitten
frostbite,1640,LHOT,Nothing except Callado frostbitten toes
frostbite,1641,LHOT,Tek Bahadur frostbitten toes on 29 April; Oh same frosbitten fingers from biv
frostbite,1649,LHOT,Frostbite (minor) of feet of Gueorguievsky
frostbite,1652,LHOT,Hodges frostbite
frostbite,1653,LHOT,Kalny's fatal fall; Minarik's frostbite
frostbite,1654,LHOT,Chest pain and frostbite
frostbite,1655,LHOT,Lhakpa Wangel and Nima Tenji's fingers frostbitten
frostbite,1659,LHOT,Zaffaroni frostbite & cerebral edema?
frostbite,1660,LHOT,Raffaelli's frostbitten toes
frostbite,1663,LHOT,Pauner cerebral edema and frostbite
frostbite,1664,LHOT,Goettler's slight frostbite; Dujmovits lung infection
frostbite,1672,LHOT,"Rodrigo Espiga got severe frostbite in all his fingers, toes and face and he was snowblind; Garcia Arribas also got frostbite in her six fingers"
frostbite,1673,LHOT,Gal got frostbite all fingers of both hands on 22 May while descending (not very serious)
frostbite,1674,LHOT,Manual Gonzalez exposure and frostbite on descent
frostbite,1680,LHOT,Tomala got frostbitten nose and fingers.
respiratory problems,0,EVER,"Dewaele exhausted, shocked, needed O2 and was brought down; much slight frostbite; leader's serious lung ailment; Ang Lhakpa fatal fall"
respiratory problems,1,EVER,Walker minor pulmonary edema only
respiratory problems,12,EVER,1 member altitude sickness
respiratory problems,13,EVER,Miss Nagao sick in C3 with 'cold' (had reached South Col twice before her illness)
respiratory problems,23,EVER,None except much chest infection
respiratory problems,34,EVER,1 Gurung only serious illness (he returned to expedition later)
respiratory problems,50,EVER,Viral flu that laid everyone low at one time or other & many even down to Pheriche
respiratory problems,52,EVER,Hassler altitude sickness
respiratory problems,75,EVER,Nothing expect Kopeika lungs and chest problem
respiratory problems,82,EVER,"1 case pulmonary edema (Das sent to Calcutta, left BC Aug 7 and never climbed)"
respiratory problems,84,EVER,Gordon and Habeler pneumonia and other illness
respiratory problems,87,EVER,Woods pneumonia thrombophlebitis; Whittaker badly torn muscle
respiratory problems,88,EVER,Manning slight frostbite; Browning serious pulmonary edema in descent from top
respiratory problems,92,EVER,Nelson pulmonary edema; Williams cerebral edema
respiratory problems,94,EVER,Ang Kami altitude sickness only
respiratory problems,95,EVER,Gomez altitude sickness and stopped climb; 1 member hit by falling stone but not hurt
respiratory problems,112,EVER,None (Yugoslavs say some frostbitten fingers and pulmonary edema)
respiratory problems,119,EVER,1 member pulmonary edema [Burnett?]
respiratory problems,124,EVER,Papta pulmonary edema and 2 fingers bad frostbite; Bisht 3 fingers bad frostbite; Sher Singh died in the icefall
respiratory problems,128,EVER,Lovato serious pulmonary edema; nothing else
respiratory problems,136,EVER,Nardi altitude sickness at ABC (left expedition Sept 3); nothing else
respiratory problems,137,EVER,Hansen left BC without climbing because altitude sickness (used Gamov bag)
respiratory problems,138,EVER,1 member altitude sickness but later went to C3; Allinson altitude sickness; Bertulis severe chest pains at Rongbuk on descent from ABC
respiratory problems,139,EVER,Rouit edema at BC (evacuated by helicopter)
respiratory problems,140,EVER,Iman Gurung sick (flu?)
respiratory problems,141,EVER,1 member serious altitude sickness; nothing else
respiratory problems,144,EVER,Jacquet pneumonia; Aubertin great pain in knees; Ang Gyalzen fell into river after leaving BC for home village
respiratory problems,146,EVER,"Some minor frostbite, edema/pneumonia"
respiratory problems,147,EVER,Garrido slight pulmonary edema going to BC too fast
respiratory problems,151,EVER,Bass serious pulmonary edema; Beetschen kidney-stone attack
respiratory problems,153,EVER,"Ang Rita & son almost died of oxygen starvation in closed tent with stove burning; 3 members slight altitude sickness, slow acclimatization (left BC May 10)"
respiratory problems,154,EVER,Nanda Rai altitude sickness at C2 and had to be helped to BC and left BC in chopper with [Lhakpa] Sonam on 25th
respiratory problems,156,EVER,Price pneumonia; Hoffman bronchitis; Williams gastroentritis & dehydration; Scaturro pneumonia after summit bid & slight frostbite; Demarest bronchitis
respiratory problems,157,EVER,Mauduit very serious altitude sickness; Ulrich broken arm; Popinska bronchitis
respiratory problems,159,EVER,Zalokar bronchial sickness; Alen frostbitten fingers but will heal; Smith's lung partly collasped when oxygen ran out on near summit
respiratory problems,164,EVER,"Caffrey chest infection; Gocking, Tonsing and Kaji frostbite"
respiratory problems,178,EVER,Guarachi bronchitis stopped his climbing; nothing else
respiratory problems,181,EVER,Clarke bad sinuitis from BC; McIsaac nearly died of altitude sickness; Brown altitude sickness
respiratory problems,193,EVER,3 members slight frostbite; Warham pulmonary edema at C4 and left early; Lees 'post rinal fatigue'
respiratory problems,199,EVER,Ngati frostbite 6 fingers but will be OK; Heo altitude cough to day; cook Pasang altitude sickness & given oxygen
respiratory problems,205,EVER,Chirstine Allen exhaustion; Ball bleeding sinuses
respiratory problems,206,EVER,Solmonson got slight case pulmonary edema; Tamang cookboy sick at BC
respiratory problems,215,EVER,Wilson cracked rib from coughing; Lou Whittaker eye injury from wind
respiratory problems,232,EVER,Benedikt pneumonia or pulmonary edema at C3 on 28 April
respiratory problems,244,EVER,Mueller altitude sickness
respiratory problems,258,EVER,Hlava bad altitude sickness; nothing else
respiratory problems,262,EVER,Hannalore Schmatz and Genet died on descent from exposure
respiratory problems,263,EVER,Doctor altitude sickness & left early; Kabissov altitude sick and BC only
respiratory problems,267,EVER,Cook pulmonary edema at BC & left early
respiratory problems,269,EVER,Pepevnik 6 hrs retinal hemorrhage 1 eye; Stiller same problem 2 eyes; Tomazin serious pulmonary edema at Col and put on oxygen in bag and drugs; 2 less serious starting edema
respiratory problems,271,EVER,Nothing except throat infection at beginning
respiratory problems,273,EVER,Nothing except Carter's serious throat problem
respiratory problems,277,EVER,Nothing except coughs; Yamamoto had bad cough but quickly recovered in KTM
respiratory problems,286,EVER,Doctor altitude sickness
respiratory problems,289,EVER,"Redley throat trouble, Bell cerebral edema, Mead anal abcess."
respiratory problems,300,EVER,Paskin and Piotr Kuznetsov throat infections and left early
respiratory problems,307,EVER,Laynaud altitude sickness; Garcia slightly frostbitten nose
respiratory problems,314,EVER,Heinrich fell; Whittaker throat infection
respiratory problems,330,EVER,Sato chest pain: developed chest pain 13 Dec reaching C4 so immediately down to C2 & 20 Dec to BC; Ezuka 5 fingers frostbitten on 20 Dec but will be Ok
respiratory problems,335,EVER,Jerome Ruby pulmonary edema; Samuel Beaugey pneumonia
respiratory problems,339,EVER,Magliano bronchitis and left expedition 22 April
respiratory problems,346,EVER,Howkins and Model flu
respiratory problems,353,EVER,Feijoo bad throat
respiratory problems,357,EVER,Hansen bronchitis
respiratory problems,367,EVER,Na Temba snowblind temporarily; cook boy pneumonia
respiratory problems,370,EVER,Lhakpa Gyalzen Sherpa acute altitude sickness
respiratory problems,374,EVER,Aquerreta broke rib coughing on 20 May; Lete 16 May had cerebral accident
respiratory problems,377,EVER,Durga Tamang lung infection and left
respiratory problems,381,EVER,O'Bryan trouble breathing (asthema) while descending from top on 23 May; Babu Chiri's death
respiratory problems,382,EVER,"Feagin serious pulmonary edema (went down to Namche Bazar and Khunde Hospital, returned to BC about 10 May completely recovered)"
respiratory problems,384,EVER,Lhakpa Tshering altitude sickness
respiratory problems,385,EVER,"Perez Alvarez at about 8600m got sick due to problem in oxygen supply system, brought down, evacuated by helicopter on 28 from Pheriche; improving condition at Hospital at the time of meeting"
respiratory problems,386,EVER,Nima sick
respiratory problems,388,EVER,"T. Stubbs tore ligament in knee, on way to ABC, 15 Apr and stayed in BC or rest of expedition. Dunlop bad chest infection descending from ABC, his highest point."
respiratory problems,390,EVER,Boelter mild pulmonary edema
respiratory problems,392,EVER,Robertson bronchial problem
respiratory problems,397,EVER,Bronchitis by Dijmarescu
respiratory problems,401,EVER,Loredo & 2 Sherpas pneumonia; Katsurov altitude sickness; Miletic death
respiratory problems,402,EVER,Hommo & Yamagata pulmonary edema at ABC and left 23 May; Sonoe Sato bronchitis
respiratory problems,408,EVER,Chiantore bronchitis
respiratory problems,410,EVER,Canning got dislocation of knee cap (right leg) and also chest infection
respiratory problems,416,EVER,Ang Nuru slight frostbite; Acs serious pulmonary edema
respiratory problems,423,EVER,Flu from BC but slow moving up and robbed his strength
respiratory problems,425,EVER,"Nothing serious, but Watanabe high fever and bad throat and Noda chest pain"
respiratory problems,427,EVER,Tenzing Gelji Sherpa got high altitude sickness at C2 (sent back to home)
respiratory problems,432,EVER,Muktu Sherpa pulmonary edema; Castagna cerebral edema at North Col; Dalla Torre serious eye problem
respiratory problems,435,EVER,Pozzi had lung problem; Lugli cracked a rib coughing
respiratory problems,441,EVER,Mackay collapsed when oxygen ran out at balcony
respiratory problems,446,EVER,Wickwire not acclimatizing; John bad throat; Jess bad tooth and had to go to KTM; Bass bad back and not higher than ABC
respiratory problems,449,EVER,Harlingten from lack of oxygen; fall of White and also little frostbite of two fingers in each hand
respiratory problems,452,EVER,Woodall serious breathing problem
respiratory problems,455,EVER,Tibetan Pemba altitude sickness
respiratory problems,459,EVER,Ito pulmonary edema (17 Apr to KTM and to Japan); Araki snowblindness
respiratory problems,461,EVER,Ershova pneumonia in BC
respiratory problems,469,EVER,Only 2 members respiratory problems
respiratory problems,485,EVER,Streefkerk's lung problem
respiratory problems,486,EVER,Shalygin throat infection
respiratory problems,487,EVER,Sonam was altitude sick at C2 (vomiting)
respiratory problems,499,EVER,Fienne's chest pain
respiratory problems,501,EVER,Flock frostbitten frozen and toes; Luda frostbitten little fingers; Waters chest infection in C2 (so climbed no higher)
respiratory problems,502,EVER,Pneumonia and bronchitis
respiratory problems,504,EVER,"Bernardi suffered from chest infection on May 6 at ABC (left CBC on 7th, left Nepal on May 14)"
respiratory problems,505,EVER,"Pneumonia, cerebral edema, bronchitis"
respiratory problems,507,EVER,He cracked a rib coughing
respiratory problems,515,EVER,2 chest infections and 1 incipient altitude sickness
respiratory problems,517,EVER,Bad cough by Zubani
respiratory problems,518,EVER,Alvarez Rodriguez suffered from chest
respiratory problems,524,EVER,Stawiecki bad asthma; Tejas lung infection; Mahmound bleeding stomach ulcer
respiratory problems,526,EVER,"While descending Chang suffered from pulmonary edema, cerebral edema, keratitis, pneumonia at the altitude of 8200m on 31st (he took medicines as soon as he realized the sickness)"
respiratory problems,529,EVER,Nothing serious: ABC cook Ang Lhakpa chest infection; Yoshida bad headache; Cang La eye problem
respiratory problems,535,EVER,"Gerstein suffered from stroke; Allen suffered from chest infection; Khumbu Icefall collapsed on Ang Phintso, aka Tenzing Phinzo (Phortse)"
respiratory problems,541,EVER,Pulmonary edema by Dinesh Bhagat Negi
respiratory problems,542,EVER,Waters assisted back to ABC after encountering breathing difficulties
respiratory problems,544,EVER,Pneumonia by Trumbull; HACE by Selamolela; frostbite by Selamolela and Yaniv
respiratory problems,549,EVER,"Abenojar got chest infection (antibiotic was given by Indian expedition doctor at C1), then went down to CBC for recovery); Pasang Dorje got frostbite of toes of both feet; Abenojar got frostbite of left toe and was operated on"
respiratory problems,552,EVER,Several frostbite cases; Thapa Magar died of pulmonary edema
respiratory problems,555,EVER,Pivtsov pulmonary edema and slight frostbite one toe
respiratory problems,556,EVER,Hashikawa altitude sickness; Hoshiko hypertension
respiratory problems,560,EVER,Frostbite on big toe by Gonzalez; pulmonary edema by Lozada
respiratory problems,561,EVER,Chiew and Jackson got pneumonia and left BC on 14 May to go down to Zangmu's lower altitude to recover (they returned to BC on 18 May and later summited)
respiratory problems,571,EVER,Bonhomme suffered from HAS (vomit & headache)
respiratory problems,573,EVER,Maurizio disappeared at about 8800m; Epis edema
respiratory problems,577,EVER,"At C2 vomit, no appetite (used oxygen, became Ok)"
respiratory problems,579,EVER,Only serious health problems were Petraranamuree's blood cloth and perhaps Chancharoen's lung problem
respiratory problems,582,EVER,Dash got sick in BC after summit
respiratory problems,585,EVER,Dickson and Jackson chest infection; Ang Sarki's frostbite
respiratory problems,597,EVER,Valchar pulmonary edema
respiratory problems,601,EVER,Marulanda and Roa suffered from pulmonary edema in ABC on 28 April (went down to Tingri for 3 days and back to ABC); Roa again suffered from pulmonary edema in ABC and went down to Nyalam for 4 days
respiratory problems,603,EVER,Lee's chest infection
respiratory problems,607,EVER,Octeau suffered from bronchitis (broken ribs)
respiratory problems,612,EVER,Kusonoki throat infection; nothing serious for the three members and Sherpas
respiratory problems,613,EVER,Fernandez slight frostbite; Trasobares pulmonary edema
respiratory problems,624,EVER,Tracheitis by Anita Ugyan
respiratory problems,627,EVER,"Rana Bahadur Tamang suffered from cough and respiratory problem (could not pack, became very weak at C2)"
respiratory problems,645,EVER,Richard's illness
respiratory problems,648,EVER,Huseyin Tuncel respiratory problem
respiratory problems,651,EVER,Chest infection at BC
respiratory problems,667,EVER,Williams had altitude sickness
respiratory problems,671,EVER,Pneumonia by Rice
respiratory problems,684,EVER,Roland Yearwood on 20 May died of HACE
respiratory problems,696,EVER,Rojita and Priya Laxmi minor symptoms of HAS due to lack of oxygen
respiratory problems,726,AMAD,None except Lochmatter lung problem (he said inflation)
respiratory problems,732,AMAD,None except illness which kept Marjorie Noble in Namche during Ama Dablam climb
respiratory problems,737,AMAD,Breashears hepatitis
respiratory problems,745,AMAD,Butkovic got pneumonia; Bago got frostbite & bad digestive illness; Butkovic left BC Oct 16 with Berljaks; Berkovic left BC Oct 19; other 4 left Oct 20
respiratory problems,755,AMAD,Barriere altitude sickness; never above BC; nothing else
respiratory problems,757,AMAD,Ang Dorje got sick (throat) & left BC 16 Oct to Pheriche aid post
respiratory problems,763,AMAD,Mutter fell at 5000m & hurt ribs; returned to climb but couldn't breath & did not go above C1
respiratory problems,765,AMAD,Clemenson & Hamel bronchitis
respiratory problems,768,AMAD,"Nothing serious (Rogeat ill on approach march only; not altitude?-breathing problem, very tired)"
respiratory problems,773,AMAD,Perren altitude sickness
respiratory problems,779,AMAD,Idema cerebral altitude sickness
respiratory problems,783,AMAD,Kafmann pulmonary edema but after 2 days at Thyangboche and up
respiratory problems,788,AMAD,Raymond altitude sickness 7th Oct (used Gamov bag & recovered)
respiratory problems,795,AMAD,Tufvesson sinusitis
respiratory problems,798,AMAD,Schweiger altitude sickness
respiratory problems,803,AMAD,Kecman altitude sickness; Halilovic flu infection and altitude
respiratory problems,819,AMAD,Harvey had pneumonia
respiratory problems,823,AMAD,Sirdar Ang Dorje pneumonia; 1 member altitude sickness to over exertion
respiratory problems,824,AMAD,Schmitt altitude sickness
respiratory problems,831,AMAD,Buffoni bronchitis
respiratory problems,836,AMAD,On 22 Oct Llatser had to descend from 200m below the summit to C1 due to vomiting and chest pains
respiratory problems,840,AMAD,Van Mulken bad throat at BC on arrival from acclimatization; Huber gas stove problem
respiratory problems,845,AMAD,Paden altitude sickness
respiratory problems,848,AMAD,Isherwood bad bronchitis; Cusik broken thumb
respiratory problems,851,AMAD,Mrs Leane Amann got flu
respiratory problems,852,AMAD,Alexander fell with loose boulder but only bruises but developed pulmonary edema
respiratory problems,853,AMAD,Fioretti got serious upper respiratory infection
respiratory problems,855,AMAD,Gordon chest infection 1st night at BC & left (returned after Italians left BC)
respiratory problems,856,AMAD,"Griesbaum got altitude sickness at Lobuche, taken down to Pheriche"
respiratory problems,858,AMAD,Bruno Mueller altitude sickness
respiratory problems,859,AMAD,Schuetz chest infection
respiratory problems,861,AMAD,Sloane altitude sickness prevented going above C1
respiratory problems,867,AMAD,Nelson had mild pneumonia and left expedition on Oct 15 and Nepal on 19th
respiratory problems,869,AMAD,Morimoto probable pulmonary edema; Bendixen rapid heartbeat; Dougherty respiratory problem; Weber chronic cough; Wallis sprained ankle
respiratory problems,871,AMAD,Rowe bad chest and lung viral infection (to Pangboche aid post twice); Yates got Rowe's bug
respiratory problems,874,AMAD,3 cases of chest infection
respiratory problems,878,AMAD,Gionella chest infection
respiratory problems,881,AMAD,Jackson's bronchitis
respiratory problems,884,AMAD,Williams chest infection only
respiratory problems,887,AMAD,Baldry chest infection and left 29 April
respiratory problems,889,AMAD,Doug Cross did not summit due to bronchitis
respiratory problems,890,AMAD,Henkel pulmonary edema and left expedition 16 Oct; Stegar bad asthma
respiratory problems,894,AMAD,Leader minor throat problem
respiratory problems,896,AMAD,Sanga respiratory illness
respiratory problems,899,AMAD,"Hermosa Reig suffered from chest pain, face and hands start losing feeling at ABC on 16th (spent night and went down to BC and remained there)"
respiratory problems,900,AMAD,Han Mi-Na (Mrs) suffered from HAS (vomiting in ABC on Sept 22 - she had to spend two nights in ABC then was sent down to BC)
respiratory problems,904,AMAD,Grayson's bronchitis
respiratory problems,905,AMAD,Berg bad chest cold and used oxygen in BC
respiratory problems,907,AMAD,Only Dameron's head cold
respiratory problems,908,AMAD,Pemba Dorje fell; Song altitude sickness
respiratory problems,909,AMAD,Zill suffered from bad infection (high fever) remained in BC all the time (he did not get well even after taking antibiotics)
respiratory problems,921,AMAD,Gazdik 2 fingers badly frostbitten; Kalwak lung infection
respiratory problems,928,AMAD,Fatal avalanche; Bergman cough and fever
respiratory problems,929,AMAD,Fatal avalanche; Roberts chest problem
respiratory problems,934,AMAD,Wiedemer altitude sickness; Rehfeld cough and cold that persisted
respiratory problems,939,AMAD,Kiriakakis mild pulmonary edema at C1 and down to BC
respiratory problems,944,AMAD,Pyke's bad chest infection
respiratory problems,946,AMAD,Munoz suffered from pulmonary edema
respiratory problems,955,AMAD,Riedl's throat infection only
respiratory problems,961,AMAD,Emmett's illness
respiratory problems,963,AMAD,Ivanova suffered from breathing difficulty
respiratory problems,964,AMAD,"Kovalev pneumonia, hypostasis of lungs"
respiratory problems,965,AMAD,Munoz German suffered from high altitude sickness at Dingboche and left for Namche on 18 Oct
respiratory problems,967,AMAD,Wendy Cue mild altitude sickness
respiratory problems,969,AMAD,Buttay illness
respiratory problems,973,AMAD,Beikirch suffered from high altitude sickness on 12 May at 5300m and went down to BC
respiratory problems,975,AMAD,Vilaplana suffered from HAS on 12 Nov while descending to BC (he was evacuated on 15 Nov by helicopter to Kathmandu)
respiratory problems,979,AMAD,Olive Carreras evacuated with pulmonary and cerebral edema
respiratory problems,982,AMAD,Bory's chest infection
respiratory problems,983,AMAD,Hammann altitude sickness
respiratory problems,984,AMAD,"Had lung edema due to altitude and infection by some viral bacteria, coughing blood before summit; spent 3 days/2 nights on return to Kathmandu at SWACON hospital"
