acc_id,tag,prob,tag_id,peakid,accidents,new_tag
260,people falling,0.995765209197998,25,EVER,Ang Phu Sherpa fell to death on descent,people falling
260,lack of experience,0.8950509428977966,16,EVER,Ang Phu Sherpa fell to death on descent,lack of experience
260,lack of fitness,0.6647660732269287,17,EVER,Ang Phu Sherpa fell to death on descent,lack of fitness
260,steep rock,0.643271267414093,23,EVER,Ang Phu Sherpa fell to death on descent,steep rock
260,inadequate preparation,0.6345329880714417,15,EVER,Ang Phu Sherpa fell to death on descent,inadequate preparation
260,exhaustion,0.5906222462654114,4,EVER,Ang Phu Sherpa fell to death on descent,exhaustion
260,extreme cold,0.5131464600563049,5,EVER,Ang Phu Sherpa fell to death on descent,extreme cold
261,avalanches,0.9638399481773376,1,EVER,3 Chinese assistants died in avalanche,avalanches
261,lack of experience,0.7660253047943115,16,EVER,3 Chinese assistants died in avalanche,lack of experience
262,people falling,0.9911254644393921,25,EVER,Hannalore Schmatz and Genet died on descent from exposure,people falling
262,extreme cold,0.9513405561447144,5,EVER,Hannalore Schmatz and Genet died on descent from exposure,extreme cold
262,hypothermia,0.9226201772689819,12,EVER,Hannalore Schmatz and Genet died on descent from exposure,hypothermia
262,respiratory problems,0.8420798182487488,31,EVER,Hannalore Schmatz and Genet died on descent from exposure,respiratory problems
262,frostbite,0.8105953335762024,6,EVER,Hannalore Schmatz and Genet died on descent from exposure,frostbite
262,inadequate preparation,0.8067941069602966,15,EVER,Hannalore Schmatz and Genet died on descent from exposure,inadequate preparation
262,steep rock,0.8023970723152161,23,EVER,Hannalore Schmatz and Genet died on descent from exposure,steep rock
263,lack of experience,0.915962815284729,16,EVER,Doctor altitude sickness & left early; Kabissov altitude sick and BC only,lack of experience
263,respiratory problems,0.8657183647155762,31,EVER,Doctor altitude sickness & left early; Kabissov altitude sick and BC only,respiratory problems
263,inadequate preparation,0.8131600022315979,15,EVER,Doctor altitude sickness & left early; Kabissov altitude sick and BC only,inadequate preparation
263,acute mountain sickness (AMS),0.5398046970367432,0,EVER,Doctor altitude sickness & left early; Kabissov altitude sick and BC only,high-altitude illness
264,extreme cold,0.9931967854499817,5,EVER,Frolov serious frostbite; Ovsharenko mild frostbite; 3 dead on summit attempt,extreme cold
264,frostbite,0.9834503531455994,6,EVER,Frolov serious frostbite; Ovsharenko mild frostbite; 3 dead on summit attempt,frostbite
264,inadequate preparation,0.6700615882873535,15,EVER,Frolov serious frostbite; Ovsharenko mild frostbite; 3 dead on summit attempt,inadequate preparation
265,getting lost,0.9952781796455383,7,EVER,Kowalzik (soloist) disappeared; Kowalzik not well,getting lost
265,lack of fitness,0.8579995632171631,17,EVER,Kowalzik (soloist) disappeared; Kowalzik not well,lack of fitness
265,lack of experience,0.8421863913536072,16,EVER,Kowalzik (soloist) disappeared; Kowalzik not well,lack of experience
265,mental stress,0.6876182556152344,18,EVER,Kowalzik (soloist) disappeared; Kowalzik not well,mental stress
265,people falling,0.5466422438621521,25,EVER,Kowalzik (soloist) disappeared; Kowalzik not well,people falling
265,steep rock,0.5215660929679871,23,EVER,Kowalzik (soloist) disappeared; Kowalzik not well,steep rock
266,stomach problems,0.9899250864982605,26,EVER,Plywacz stomach trouble and headache,stomach problems
266,medical issues (not altitude-related),0.9160618782043457,32,EVER,Plywacz stomach trouble and headache,medical issues (not altitude-related)
267,respiratory problems,0.9988066554069519,31,EVER,Cook pulmonary edema at BC & left early,respiratory problems
267,heart problems,0.9054663181304932,27,EVER,Cook pulmonary edema at BC & left early,medical issues (not altitude-related)
267,lack of experience,0.8833019137382507,16,EVER,Cook pulmonary edema at BC & left early,lack of experience
267,lack of fitness,0.7188441157341003,17,EVER,Cook pulmonary edema at BC & left early,lack of fitness
267,inadequate preparation,0.6566271781921387,15,EVER,Cook pulmonary edema at BC & left early,inadequate preparation
267,pulmonary edema (HAPE),0.6165980100631714,9,EVER,Cook pulmonary edema at BC & left early,high-altitude illness
268,medical issues (not altitude-related),0.9774805307388306,32,EVER,Tsuzuki edema of entire body (except head); nothing else serious,medical issues (not altitude-related)
269,respiratory problems,0.8513776063919067,31,EVER,Pepevnik 6 hrs retinal hemorrhage 1 eye; Stiller same problem 2 eyes; Tomazin serious pulmonary edema at Col and put on oxygen in bag and drugs; 2 less serious starting edema,respiratory problems
270,frostbite,0.9919061660766602,6,EVER,Sudarto and Rudi altitude sickness and left BC 2nd April; Rudi also had frostbite,frostbite
270,acute mountain sickness (AMS),0.8129082322120667,0,EVER,Sudarto and Rudi altitude sickness and left BC 2nd April; Rudi also had frostbite,high-altitude illness
270,extreme cold,0.6798828840255737,5,EVER,Sudarto and Rudi altitude sickness and left BC 2nd April; Rudi also had frostbite,extreme cold
270,inadequate preparation,0.601081907749176,15,EVER,Sudarto and Rudi altitude sickness and left BC 2nd April; Rudi also had frostbite,inadequate preparation
270,steep rock,0.5500139594078064,23,EVER,Sudarto and Rudi altitude sickness and left BC 2nd April; Rudi also had frostbite,steep rock
270,lack of experience,0.5299433469772339,16,EVER,Sudarto and Rudi altitude sickness and left BC 2nd April; Rudi also had frostbite,lack of experience
271,respiratory problems,0.9964645504951477,31,EVER,Nothing except throat infection at beginning,respiratory problems
271,medical issues (not altitude-related),0.9432612061500549,32,EVER,Nothing except throat infection at beginning,medical issues (not altitude-related)
271,inadequate preparation,0.7957326769828796,15,EVER,Nothing except throat infection at beginning,inadequate preparation
271,lack of experience,0.5158887505531311,16,EVER,Nothing except throat infection at beginning,lack of experience
272,people falling,0.9911536574363708,25,EVER,Mingma Tamang slipped at 8500m and fell 2500m body not found,people falling
272,steep rock,0.8300984501838684,23,EVER,Mingma Tamang slipped at 8500m and fell 2500m body not found,steep rock
272,lack of experience,0.6111972332000732,16,EVER,Mingma Tamang slipped at 8500m and fell 2500m body not found,lack of experience
272,lack of fitness,0.5318918824195862,17,EVER,Mingma Tamang slipped at 8500m and fell 2500m body not found,lack of fitness
273,respiratory problems,0.9921593070030212,31,EVER,Nothing except Carter's serious throat problem,respiratory problems
273,medical issues (not altitude-related),0.9631049036979675,32,EVER,Nothing except Carter's serious throat problem,medical issues (not altitude-related)
274,people falling,0.9941502213478088,25,EVER,Nima Rinzi fatal fall on May 6,people falling
274,lack of fitness,0.6652927398681641,17,EVER,Nima Rinzi fatal fall on May 6,lack of fitness
274,lack of experience,0.5608735084533691,16,EVER,Nima Rinzi fatal fall on May 6,lack of experience
275,frostbite,0.9977453947067261,6,EVER,"Rodriguez frostbitten fingers, toes and nose",frostbite
275,extreme cold,0.9963006377220154,5,EVER,"Rodriguez frostbitten fingers, toes and nose",extreme cold
275,broken bones,0.967988908290863,29,EVER,"Rodriguez frostbitten fingers, toes and nose",medical issues (not altitude-related)
275,hypothermia,0.9163790941238403,12,EVER,"Rodriguez frostbitten fingers, toes and nose",hypothermia
276,getting lost,0.7641758918762207,7,EVER,Edwards lost vision of one eye temporarily,getting lost
277,respiratory problems,0.995651364326477,31,EVER,Nothing except coughs; Yamamoto had bad cough but quickly recovered in KTM,respiratory problems
277,medical issues (not altitude-related),0.8151500821113586,32,EVER,Nothing except coughs; Yamamoto had bad cough but quickly recovered in KTM,medical issues (not altitude-related)
277,inadequate preparation,0.6129992604255676,15,EVER,Nothing except coughs; Yamamoto had bad cough but quickly recovered in KTM,inadequate preparation
278,heart problems,0.9990972280502319,27,EVER,Duff probably died of heart attack on 22-23 April,medical issues (not altitude-related)
278,medical issues (not altitude-related),0.589651882648468,32,EVER,Duff probably died of heart attack on 22-23 April,medical issues (not altitude-related)
279,frostbite,0.6978170275688171,6,EVER,Conley retinal hemorrhage at 6400m & left early; Contreras frostbitten fingers one hand but will heal,frostbite
279,extreme cold,0.5678448677062988,5,EVER,Conley retinal hemorrhage at 6400m & left early; Contreras frostbitten fingers one hand but will heal,extreme cold
280,frostbite,0.8983628749847412,6,EVER,Tina lips frostbitten; cook almost died of altitude sickness but later returned to BC,frostbite
280,acute mountain sickness (AMS),0.7983325123786926,0,EVER,Tina lips frostbitten; cook almost died of altitude sickness but later returned to BC,high-altitude illness
280,extreme cold,0.5226131081581116,5,EVER,Tina lips frostbitten; cook almost died of altitude sickness but later returned to BC,extreme cold
281,people falling,0.995822012424469,25,EVER,Iwan Setiawan fell 5 times on Hillary Step but not hurt,people falling
281,steep rock,0.9359230399131775,23,EVER,Iwan Setiawan fell 5 times on Hillary Step but not hurt,steep rock
281,lack of fitness,0.810015857219696,17,EVER,Iwan Setiawan fell 5 times on Hillary Step but not hurt,lack of fitness
281,lack of experience,0.6701799631118774,16,EVER,Iwan Setiawan fell 5 times on Hillary Step but not hurt,lack of experience
282,people falling,0.9927138686180115,25,EVER,Burke fell to death near summit,people falling
282,steep rock,0.8342158198356628,23,EVER,Burke fell to death near summit,steep rock
282,extreme cold,0.5258957743644714,5,EVER,Burke fell to death near summit,extreme cold
283,avalanches,0.9954066872596741,1,EVER,5 Sherpas killed in avalanche and 1 member Devouassoux killed in avalanche,avalanches
283,lack of experience,0.7016617059707642,16,EVER,5 Sherpas killed in avalanche and 1 member Devouassoux killed in avalanche,lack of experience
283,people falling,0.6595538258552551,25,EVER,5 Sherpas killed in avalanche and 1 member Devouassoux killed in avalanche,people falling
283,inadequate preparation,0.5907215476036072,15,EVER,5 Sherpas killed in avalanche and 1 member Devouassoux killed in avalanche,inadequate preparation
283,steep rock,0.5033641457557678,23,EVER,5 Sherpas killed in avalanche and 1 member Devouassoux killed in avalanche,steep rock
284,avalanches,0.9883889555931091,1,EVER,Zangbu Sherpa killed by avalanche between C2 and C3,avalanches
284,steep rock,0.7606975436210632,23,EVER,Zangbu Sherpa killed by avalanche between C2 and C3,steep rock
284,lack of experience,0.6116668581962585,16,EVER,Zangbu Sherpa killed by avalanche between C2 and C3,lack of experience
285,icefall,0.9944040775299072,14,EVER,Tony Tighe killed in icefall by falling serac,icefall
285,extreme cold,0.9906013607978821,5,EVER,Tony Tighe killed in icefall by falling serac,extreme cold
285,people falling,0.9620006084442139,25,EVER,Tony Tighe killed in icefall by falling serac,people falling
285,glacial crevasses,0.930656373500824,8,EVER,Tony Tighe killed in icefall by falling serac,glacial crevasses
285,ice wall,0.8115938901901245,13,EVER,Tony Tighe killed in icefall by falling serac,ice wall
285,hypothermia,0.6348666548728943,12,EVER,Tony Tighe killed in icefall by falling serac,hypothermia
285,equipment failure,0.5663737654685974,3,EVER,Tony Tighe killed in icefall by falling serac,equipment failure
286,respiratory problems,0.9794245362281799,31,EVER,Doctor altitude sickness,respiratory problems
286,acute mountain sickness (AMS),0.8959013223648071,0,EVER,Doctor altitude sickness,high-altitude illness
287,stomach problems,0.9969746470451355,26,EVER,Gel stomach trouble from KTM food,stomach problems
289,respiratory problems,0.973483145236969,31,EVER,"Redley throat trouble, Bell cerebral edema, Mead anal abcess.",respiratory problems
289,medical issues (not altitude-related),0.8724364638328552,32,EVER,"Redley throat trouble, Bell cerebral edema, Mead anal abcess.",medical issues (not altitude-related)
290,frostbite,0.9587921500205994,6,EVER,Nothing serious; slight frostbite to Pelle and Kami,frostbite
291,stomach problems,0.8147098422050476,26,EVER,"Ariano hernia; Vidales violent pulmonary edema in ABC; Indra Gurung HAP, stomach trouble",stomach problems
292,acute mountain sickness (AMS),0.6971459984779358,0,EVER,"Calonica altitude sickness, retinal hemorrhage on eye; Kami throat problem",high-altitude illness
293,avalanches,0.969984769821167,1,EVER,Nothing except fatal avalanche which killed Choi,avalanches
293,inadequate preparation,0.9562587738037109,15,EVER,Nothing except fatal avalanche which killed Choi,inadequate preparation
293,lack of experience,0.6588308215141296,16,EVER,Nothing except fatal avalanche which killed Choi,lack of experience
294,frostbite,0.99069744348526,6,EVER,"1 member died of exhaustion, exposure and frostbite",frostbite
294,extreme cold,0.9812994003295898,5,EVER,"1 member died of exhaustion, exposure and frostbite",extreme cold
294,hypothermia,0.9798145294189453,12,EVER,"1 member died of exhaustion, exposure and frostbite",hypothermia
294,exhaustion,0.9673293232917786,4,EVER,"1 member died of exhaustion, exposure and frostbite",exhaustion
294,steep rock,0.6796355247497559,23,EVER,"1 member died of exhaustion, exposure and frostbite",steep rock
294,icefall,0.6390826106071472,14,EVER,"1 member died of exhaustion, exposure and frostbite",icefall
294,inadequate preparation,0.6340439915657043,15,EVER,"1 member died of exhaustion, exposure and frostbite",inadequate preparation
295,icefall,0.9827347993850708,14,EVER,6 Sherpas killed in Khumbu Icefall,icefall
295,extreme cold,0.9768257737159729,5,EVER,6 Sherpas killed in Khumbu Icefall,extreme cold
295,people falling,0.9427803754806519,25,EVER,6 Sherpas killed in Khumbu Icefall,people falling
295,glacial crevasses,0.9311919212341309,8,EVER,6 Sherpas killed in Khumbu Icefall,glacial crevasses
295,ice wall,0.8763569593429565,13,EVER,6 Sherpas killed in Khumbu Icefall,ice wall
295,lack of experience,0.7052519917488098,16,EVER,6 Sherpas killed in Khumbu Icefall,lack of experience
296,people falling,0.9673050045967102,25,EVER,1 Sherpa killed by fall into crevasse,people falling
296,lack of experience,0.7584370970726013,16,EVER,1 Sherpa killed by fall into crevasse,lack of experience
296,steep rock,0.7470208406448364,23,EVER,1 Sherpa killed by fall into crevasse,steep rock
296,glacial crevasses,0.5137739777565002,8,EVER,1 Sherpa killed by fall into crevasse,glacial crevasses
297,medical issues (not altitude-related),0.7994605898857117,32,EVER,1 member died of illness,medical issues (not altitude-related)
297,respiratory problems,0.6710814833641052,31,EVER,1 member died of illness,respiratory problems
297,heart problems,0.5436806678771973,27,EVER,1 member died of illness,medical issues (not altitude-related)
298,extreme cold,0.9923707842826843,5,EVER,Breitenbach killed in Khumbu Icefall,extreme cold
298,icefall,0.9884530901908875,14,EVER,Breitenbach killed in Khumbu Icefall,icefall
298,glacial crevasses,0.9343791007995605,8,EVER,Breitenbach killed in Khumbu Icefall,glacial crevasses
298,ice wall,0.8842077255249023,13,EVER,Breitenbach killed in Khumbu Icefall,ice wall
298,people falling,0.850544810295105,25,EVER,Breitenbach killed in Khumbu Icefall,people falling
298,hypothermia,0.8337413668632507,12,EVER,Breitenbach killed in Khumbu Icefall,hypothermia
298,frostbite,0.5368375778198242,6,EVER,Breitenbach killed in Khumbu Icefall,frostbite
300,respiratory problems,0.9992266893386841,31,EVER,Paskin and Piotr Kuznetsov throat infections and left early,respiratory problems
300,medical issues (not altitude-related),0.9485980272293091,32,EVER,Paskin and Piotr Kuznetsov throat infections and left early,medical issues (not altitude-related)
300,inadequate preparation,0.7159162163734436,15,EVER,Paskin and Piotr Kuznetsov throat infections and left early,inadequate preparation
300,lack of experience,0.65909343957901,16,EVER,Paskin and Piotr Kuznetsov throat infections and left early,lack of experience
301,frostbite,0.9946866631507874,6,EVER,One very minor frostbite case,frostbite
302,medical issues (not altitude-related),0.9144670963287354,32,EVER,Lobsang Temba kidney infection and left early,medical issues (not altitude-related)
303,stomach problems,0.9693444967269897,26,EVER,Kuwabara came to KTM on 22 May after loss of appetite at 7500m; nothing serious,stomach problems
303,running out of food,0.7905868887901306,20,EVER,Kuwabara came to KTM on 22 May after loss of appetite at 7500m; nothing serious,running out of resources
303,lack of experience,0.699528157711029,16,EVER,Kuwabara came to KTM on 22 May after loss of appetite at 7500m; nothing serious,lack of experience
303,steep rock,0.6467219591140747,23,EVER,Kuwabara came to KTM on 22 May after loss of appetite at 7500m; nothing serious,steep rock
304,lack of experience,0.9162312150001526,16,EVER,Nothing,lack of experience
304,inadequate preparation,0.8724616169929504,15,EVER,Nothing,inadequate preparation
304,lack of fitness,0.7703445553779602,17,EVER,Nothing,lack of fitness
307,respiratory problems,0.9729681611061096,31,EVER,Laynaud altitude sickness; Garcia slightly frostbitten nose,respiratory problems
307,acute mountain sickness (AMS),0.6483195424079895,0,EVER,Laynaud altitude sickness; Garcia slightly frostbitten nose,high-altitude illness
308,stomach problems,0.9969137907028198,26,EVER,Nothing serious but Blazek and Hlava some stomach trouble,stomach problems
308,medical issues (not altitude-related),0.9830836653709412,32,EVER,Nothing serious but Blazek and Hlava some stomach trouble,medical issues (not altitude-related)
309,respiratory problems,0.6998916864395142,31,EVER,One member slight altitude sickness,respiratory problems
310,frostbite,0.9239901900291443,6,EVER,Fell about 60m just before reaching C4 and toes of right foot slightly frostbitten,frostbite
310,people falling,0.9027727842330933,25,EVER,Fell about 60m just before reaching C4 and toes of right foot slightly frostbitten,people falling
310,extreme cold,0.8731619715690613,5,EVER,Fell about 60m just before reaching C4 and toes of right foot slightly frostbitten,extreme cold
310,steep rock,0.6186432838439941,23,EVER,Fell about 60m just before reaching C4 and toes of right foot slightly frostbitten,steep rock
311,lack of experience,0.9162312150001526,16,EVER,Nothing,lack of experience
311,inadequate preparation,0.8724616169929504,15,EVER,Nothing,inadequate preparation
311,lack of fitness,0.7703445553779602,17,EVER,Nothing,lack of fitness
312,people falling,0.9369949102401733,25,EVER,Viral infection turned back 2 members and Sherpas; Laughton 2 frostbitten toes; Crosthwaite fell but not hurt,people falling
313,medical issues (not altitude-related),0.7259969711303711,32,EVER,Nothing serious (only viral infection temporarily after BC arrival),medical issues (not altitude-related)
313,respiratory problems,0.6710224151611328,31,EVER,Nothing serious (only viral infection temporarily after BC arrival),respiratory problems
314,respiratory problems,0.99949049949646,31,EVER,Heinrich fell; Whittaker throat infection,respiratory problems
314,people falling,0.997376561164856,25,EVER,Heinrich fell; Whittaker throat infection,people falling
314,medical issues (not altitude-related),0.9317681193351746,32,EVER,Heinrich fell; Whittaker throat infection,medical issues (not altitude-related)
316,medical issues (not altitude-related),0.9683654308319092,32,EVER,1 member fell ill with bad hemorrhoids,medical issues (not altitude-related)
317,broken bones,0.9978956580162048,29,EVER,One Sherpa suspected fractured femur,medical issues (not altitude-related)
318,people falling,0.9014648795127869,25,EVER,Kellas and 1 porter died on approach march,people falling
318,extreme cold,0.8535138964653015,5,EVER,Kellas and 1 porter died on approach march,extreme cold
318,inadequate preparation,0.7519094347953796,15,EVER,Kellas and 1 porter died on approach march,inadequate preparation
318,lack of experience,0.6289603114128113,16,EVER,Kellas and 1 porter died on approach march,lack of experience
318,steep rock,0.5893144607543945,23,EVER,Kellas and 1 porter died on approach march,steep rock
318,lack of fitness,0.5718892216682434,17,EVER,Kellas and 1 porter died on approach march,lack of fitness
318,equipment failure,0.5133874416351318,3,EVER,Kellas and 1 porter died on approach march,equipment failure
319,avalanches,0.9697139859199524,1,EVER,7 Sherpas killed in avalanche below N Col,avalanches
319,lack of experience,0.7452796101570129,16,EVER,7 Sherpas killed in avalanche below N Col,lack of experience
319,people falling,0.6903200745582581,25,EVER,7 Sherpas killed in avalanche below N Col,people falling
319,steep rock,0.6240537166595459,23,EVER,7 Sherpas killed in avalanche below N Col,steep rock
320,people falling,0.9913638234138489,25,EVER,Mallory and Irvine disappeared (fall?); 1 porter and 1 Ghurka NCO died of illness,people falling
320,getting lost,0.7695883512496948,7,EVER,Mallory and Irvine disappeared (fall?); 1 porter and 1 Ghurka NCO died of illness,getting lost
321,people falling,0.6225132942199707,25,EVER,Wilson's death,people falling
322,avalanches,0.9786670804023743,1,EVER,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",avalanches
322,icefall,0.9210508465766907,14,EVER,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",icefall
322,extreme cold,0.8783515691757202,5,EVER,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",extreme cold
322,inadequate preparation,0.833575963973999,15,EVER,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",inadequate preparation
322,people falling,0.7441703677177429,25,EVER,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",people falling
322,lack of experience,0.7124971747398376,16,EVER,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",lack of experience
322,equipment failure,0.5020833611488342,3,EVER,"1 Sherpa killed by ice avalanche, 2 porters died on approach march",equipment failure
323,steep rock,0.7512450218200684,23,EVER,6 climbers died of unknown causes,steep rock
323,lack of experience,0.6060910820960999,16,EVER,6 climbers died of unknown causes,lack of experience
323,people falling,0.5224818587303162,25,EVER,6 climbers died of unknown causes,people falling
324,rockfall,0.9943344593048096,19,EVER,1 Sherpa killed by falling rock below C4,rockfall
324,steep rock,0.9744155406951904,23,EVER,1 Sherpa killed by falling rock below C4,steep rock
324,lack of experience,0.7182539105415344,16,EVER,1 Sherpa killed by falling rock below C4,lack of experience
324,people falling,0.6088463664054871,25,EVER,1 Sherpa killed by falling rock below C4,people falling
325,people falling,0.9896408915519714,25,EVER,1 confirmed dead in fall; rumored many others dead (24?) because of insufficient equipment and reliance on Mao thoughts,people falling
325,inadequate preparation,0.9730252027511597,15,EVER,1 confirmed dead in fall; rumored many others dead (24?) because of insufficient equipment and reliance on Mao thoughts,inadequate preparation
325,lack of fitness,0.9518951177597046,17,EVER,1 confirmed dead in fall; rumored many others dead (24?) because of insufficient equipment and reliance on Mao thoughts,lack of fitness
325,equipment failure,0.8902342915534973,3,EVER,1 confirmed dead in fall; rumored many others dead (24?) because of insufficient equipment and reliance on Mao thoughts,equipment failure
325,mental stress,0.5933237075805664,18,EVER,1 confirmed dead in fall; rumored many others dead (24?) because of insufficient equipment and reliance on Mao thoughts,mental stress
325,lack of experience,0.534532904624939,16,EVER,1 confirmed dead in fall; rumored many others dead (24?) because of insufficient equipment and reliance on Mao thoughts,lack of experience
326,heart problems,0.9847339987754822,27,EVER,1 Sherpa killed by icefall; 1 member died of heart attack,medical issues (not altitude-related)
326,icefall,0.9754865169525146,14,EVER,1 Sherpa killed by icefall; 1 member died of heart attack,icefall
326,extreme cold,0.9627965688705444,5,EVER,1 Sherpa killed by icefall; 1 member died of heart attack,extreme cold
326,people falling,0.8920660614967346,25,EVER,1 Sherpa killed by icefall; 1 member died of heart attack,people falling
326,ice wall,0.7958096265792847,13,EVER,1 Sherpa killed by icefall; 1 member died of heart attack,ice wall
326,glacial crevasses,0.7014469504356384,8,EVER,1 Sherpa killed by icefall; 1 member died of heart attack,glacial crevasses
326,lack of experience,0.6294761300086975,16,EVER,1 Sherpa killed by icefall; 1 member died of heart attack,lack of experience
327,medical issues (not altitude-related),0.8081486821174622,32,EVER,1 film-man died of illness,medical issues (not altitude-related)
327,respiratory problems,0.5851381421089172,31,EVER,1 film-man died of illness,respiratory problems
327,lack of fitness,0.5103133320808411,17,EVER,1 film-man died of illness,lack of fitness
328,extreme cold,0.9940460324287415,5,EVER,1 Sherpa died in icefall,extreme cold
328,icefall,0.9926577210426331,14,EVER,1 Sherpa died in icefall,icefall
328,hypothermia,0.965808629989624,12,EVER,1 Sherpa died in icefall,hypothermia
328,glacial crevasses,0.9521512389183044,8,EVER,1 Sherpa died in icefall,glacial crevasses
328,people falling,0.9097912907600403,25,EVER,1 Sherpa died in icefall,people falling
328,lack of experience,0.8344481587409973,16,EVER,1 Sherpa died in icefall,lack of experience
328,ice wall,0.7759296298027039,13,EVER,1 Sherpa died in icefall,ice wall
328,frostbite,0.7490244507789612,6,EVER,1 Sherpa died in icefall,frostbite
329,getting lost,0.9896700382232666,7,EVER,Boardman and Tasker disappeared on NE Ridge,getting lost
329,steep rock,0.9625523090362549,23,EVER,Boardman and Tasker disappeared on NE Ridge,steep rock
329,people falling,0.9394988417625427,25,EVER,Boardman and Tasker disappeared on NE Ridge,people falling
330,heart problems,0.98857581615448,27,EVER,Sato chest pain: developed chest pain 13 Dec reaching C4 so immediately down to C2 & 20 Dec to BC; Ezuka 5 fingers frostbitten on 20 Dec but will be Ok,medical issues (not altitude-related)
330,respiratory problems,0.9406483769416809,31,EVER,Sato chest pain: developed chest pain 13 Dec reaching C4 so immediately down to C2 & 20 Dec to BC; Ezuka 5 fingers frostbitten on 20 Dec but will be Ok,respiratory problems
330,extreme cold,0.7482039332389832,5,EVER,Sato chest pain: developed chest pain 13 Dec reaching C4 so immediately down to C2 & 20 Dec to BC; Ezuka 5 fingers frostbitten on 20 Dec but will be Ok,extreme cold
330,frostbite,0.5831136703491211,6,EVER,Sato chest pain: developed chest pain 13 Dec reaching C4 so immediately down to C2 & 20 Dec to BC; Ezuka 5 fingers frostbitten on 20 Dec but will be Ok,frostbite
331,frostbite,0.9924543499946594,6,EVER,Tashi very slight frostbite,frostbite
331,hypothermia,0.7906920909881592,12,EVER,Tashi very slight frostbite,hypothermia
331,extreme cold,0.7160865664482117,5,EVER,Tashi very slight frostbite,extreme cold
331,icefall,0.6579315662384033,14,EVER,Tashi very slight frostbite,icefall
332,extreme cold,0.9921807646751404,5,EVER,Pitarch most fingers and toes frostbitten (horseback BC to Namche),extreme cold
332,frostbite,0.9917463064193726,6,EVER,Pitarch most fingers and toes frostbitten (horseback BC to Namche),frostbite
332,lack of experience,0.7350167632102966,16,EVER,Pitarch most fingers and toes frostbitten (horseback BC to Namche),lack of experience
332,hypothermia,0.6986294984817505,12,EVER,Pitarch most fingers and toes frostbitten (horseback BC to Namche),hypothermia
332,lack of fitness,0.5959367752075195,17,EVER,Pitarch most fingers and toes frostbitten (horseback BC to Namche),lack of fitness
333,exhaustion,0.9921566843986511,4,EVER,"No accidents, 'just tired'",exhaustion
335,respiratory problems,0.9995853304862976,31,EVER,Jerome Ruby pulmonary edema; Samuel Beaugey pneumonia,respiratory problems
335,heart problems,0.9881232976913452,27,EVER,Jerome Ruby pulmonary edema; Samuel Beaugey pneumonia,medical issues (not altitude-related)
335,medical issues (not altitude-related),0.8733375072479248,32,EVER,Jerome Ruby pulmonary edema; Samuel Beaugey pneumonia,medical issues (not altitude-related)
335,pulmonary edema (HAPE),0.6385425925254822,9,EVER,Jerome Ruby pulmonary edema; Samuel Beaugey pneumonia,high-altitude illness
336,snowfall,0.9753400683403015,22,EVER,"Nothing serious (snow, falling ice pieces, but not hurt)",weather-related issues
336,icefall,0.9260123372077942,14,EVER,"Nothing serious (snow, falling ice pieces, but not hurt)",icefall
337,steep rock,0.7282223105430603,23,EVER,Martini tooth infection but soon resumed climbing,steep rock
338,frostbite,0.9986774325370789,6,EVER,Joao bad frostbite both hands and nose; both feet also frostbitten,frostbite
338,extreme cold,0.9867043495178223,5,EVER,Joao bad frostbite both hands and nose; both feet also frostbitten,extreme cold
338,hypothermia,0.7174745798110962,12,EVER,Joao bad frostbite both hands and nose; both feet also frostbitten,hypothermia
339,respiratory problems,0.9987128973007202,31,EVER,Magliano bronchitis and left expedition 22 April,respiratory problems
339,medical issues (not altitude-related),0.6479631066322327,32,EVER,Magliano bronchitis and left expedition 22 April,medical issues (not altitude-related)
340,inadequate preparation,0.9978658556938171,15,EVER,Hoyland mini-stroke; Firstbrook not acclimatized and weak,inadequate preparation
340,lack of experience,0.99655681848526,16,EVER,Hoyland mini-stroke; Firstbrook not acclimatized and weak,lack of experience
340,lack of fitness,0.9957696795463562,17,EVER,Hoyland mini-stroke; Firstbrook not acclimatized and weak,lack of fitness
340,extreme cold,0.6946655511856079,5,EVER,Hoyland mini-stroke; Firstbrook not acclimatized and weak,extreme cold
341,stomach problems,0.9916048049926758,26,EVER,"Dunne stomach trouble, Flynn slight frostbite",stomach problems
341,frostbite,0.9470370411872864,6,EVER,"Dunne stomach trouble, Flynn slight frostbite",frostbite
341,extreme cold,0.8706064820289612,5,EVER,"Dunne stomach trouble, Flynn slight frostbite",extreme cold
341,hypothermia,0.7899000644683838,12,EVER,"Dunne stomach trouble, Flynn slight frostbite",hypothermia
341,medical issues (not altitude-related),0.6888928413391113,32,EVER,"Dunne stomach trouble, Flynn slight frostbite",medical issues (not altitude-related)
342,lack of experience,0.9162312150001526,16,EVER,Nothing,lack of experience
342,inadequate preparation,0.8724616169929504,15,EVER,Nothing,inadequate preparation
342,lack of fitness,0.7703445553779602,17,EVER,Nothing,lack of fitness
343,frostbite,0.9664732813835144,6,EVER,Smith toes both feet frostbitten but will heal; Everett avalanches; Tinker altitude; Matthews disappeared (fell?),frostbite
